id,description,name,host_id
43458159,2 floor spacious appartment  first floor bedroom  second floor: living room bedroom kitchen bathroom/toilet  mezzanine with 2 extra beds  The space spacious loft wooden trim lots of light quiet neighborhood but close to the historic city center,spacious loft in the quiet outskirts of Ghent,268842235
43513895,FIVE AMAZING ROOMS IN THE OLD CENTER OF GHENT ABOVE A BEAUTIFUL PIANOSTORE WITH A VIEW OF THE CATHEDRAL.,SO MUCH MORE THAN A PIANOSTORE,47613045
43521263,"Bring your tents and camp with your own camping gear in a private wood in the green area around Ghent. The wood is located on the property of 4000m2, next to the garden.You will be able to use a pic-nic table (max 8 people), a barbecue and a hammock. You can take a walk in the forest or enjoy a nice, relaxing evening in the nature. Maximum of 8 people are allowed. The bathroom is situated in the property on the first floor. Stay in your own bubble and enjoy nature!  The space The camping area is located in the private forest, next to the garden. There is a place where you can set-up your own tents. A maximum of 8 persons are allowed. During your stay, you can use the pic-nic table and barbecue for food preparation. The toilet and shower are located on the first floor of the house (30m walk).  There is a hammock where you can relax.  Guest access You will have access to the forest, the pic-nic table and hammock.  The bathroom is used",Camping with your own tent in a private wood,256604449
43523807,"The loft is located in a quiet neighbourhood about 4 kilometers away from the city centre of Ghent. We have FREE & SECURED parking for your car. ♡ There is a tramline just around the corner that goes straight to the city centre. (+- 20 minutes) We also have a green bike trail that takes you to the centre in 12 minutes. We have 2  bikes that can be used. Come relax in our green loft and enjoy the beautiful city of Ghent and its surroundings.♡  The space The loft is located on the second floor of our house.(attic)  It has a small kitchenette with an electric stove, microwave/oven, refrigerator + freezer, kitchen set and sink.  Everything you need to provide your own meals is there. There is a sitting area, as well as a double bed. There is a bathroom provided in the same space with a freestanding bath and sink. We have fresh towels, shampoo and showergel. There is also a private toilet in the same room behind a door. (enclosed) There is a tv with cable and",The Green Attic Ghent + 2 bikes! + POOL!,36635563
43525279,"Modern ingericht en recent gerenoveerd appartement met gezellige woonkamer, 2 slaapkamers, ingerichte keuken, badkamer met bad, aparte toilet.  Extra bedbank in de woonkamer.  Gelegen aan de rand van Gent in een aangename buurt met verschillende parken en meerdere voedings- en andere winkels. Centrum op wandelafstand maar ook vlakbij een tramhalte.  The space Dichtbij de stad en toch rustig. Op 1,5 km van het Zuid, op enkele tramhaltes van de Korenmarkt.  Leuke luxe en toch betaalbaar: espresso-apparaat, Playstation, Google Home, Sodastream, Smart TV  Guest access Tijdens je verblijf heb je het hele appartement ter beschikking.",Modern en licht appartement aan Gentse stadsrand,4993073
43535570,"Cosy yet spacious and warmly decorated appartment on my house boat Aurelia Feria, where i live also with my 2 kids (co-parenting)   - a 15min walk to the city center and at 2min walk from the train station.   - ATTENTION: be aware,the airbnb is adjacent to my private living area. You have the airbnb space to yourself but the wall between the 2 parts is not accoustically isolated so for sound you are not completely private. You can not see each other, but you can hear sounds from the other side .  The space you have a whole space of 60m2 to yourself, next to my private part of the boat.   Furthermore there is a spacious deck to enjoy the sun and views as well as a glass roof above the living area that opens to have a cool breeze or lots of natural light streaming in. It is exceptional for a houseboat to draw so much light in. In winter there is a cosy stove to keep your feet warm.   you can expect: - a bath in front of a",Unique experience - spacious boathouse near center,12546310
43665301,"The house with patio and garden is located close to the city centre (15 min by bike), near the river Schelde (ideal for walks), bus & tram, stores, the UZ hospital & near the station (5 min by bike). Ideal for a couple or a family with kids.   Perfectly situated to visit Ghent, Bruges, Antwerp & Brussels.  The space The house has a nice garden with a swing, surrounded by beautiful trees. It's a spacious and bright house, with a fully equipped kitchen. Its modern feel with vintage elements give it a nice authentic character.  If the weather permits, there is a small swimming pool available for the kids.",Contemporary family home with garden,12757794
43690678,"Zeer ruime zolderkamer in het hartje van Gent. Perfecte uitvalsbasis om de stad te verkennen of om even tot adem te komen. Bovenop een goede nachtrust heb je de ochtendzon door het veluxraam. Gebruik gerust de platendraaier om het nog aangenamer te maken! Chambre agréable avec double lit. Nous vous souhaitons un agréable séjour et profitez de notre petit jardin . Pleasant Room in a mansion from 1908. We hope you'll enjoy your stay and you are welcome to use our garden.  The space De zolderkamer is een eigen, afgesloten plek. we garanderen alle privacy",De mooiste zolder van Gent,348887597
43762440,"Volledige woning .  Rustig gelegen, moderne keuken, living en tuin","Woning met leuke ""kamer""",21928608
43763055,"New and luxurious 5th and 6th level apartment close to the Citadel Park of Ghent. The apartment has two bedrooms with each a double bed. There is a balcony on each side of the apartment, a great modern kitchen, spacious living room, etc. It has everything you need for a great weekend away or for a longer stays.",Apartment Ghent || 2 BR,136340475
43784261,"Zonnig ruim appartement in hartje Gent op de vijfde verdieping. Zeer ruime leefruimte (65m2) met openslaande ramen, met eetplaats zithoek en TV hoek. Uitgeruste keuken met vaatwas en wasmachine en droogkast.Vier mooie slaapkamers met zicht op Gent, uitgevend op ontbijtterras (20m2) met loungehoek en BBQ. Badkamer met toilet en bad, douchekamer met wastafel, een kamer met aparte wastafel. Apart toilet in gang. Ruime inkom met kickertafel. Dicht bij alle winkels restaurants en bezienswaardigheden.  The space Hartje Gent, bij alle openbaar vervoer en invalswegen. Uitkijkend over groen park en over torens van Gent. Dicht bij restaurants café's en shopping. Ook ideaal als uitvalsbasis voor andere steden (Brugge 20 min, Brussel 30 min, Antwerpen 40 min)","Zonnig en ruim appartement in hartje Gent, 4slk",71741518
43846706,"This recently renovated and cosy house is all yours! The house is easy to reach by train or car and is ideally located if you are planning a city trip to Ghent, or if you want a good base to discover Bruges, Antwerp, Brussels or the coast.  The house is located in trendy Gentbrugge, a 10-minute bike ride from the Ghent city centre. There are numerous parks (including the Gentbrugse Meersen), public transport stops, restaurants and shops within walking distance.  The space On the top floor you will find a large bedroom with double bed and room for an inflatable (children's) bed (provided in the house). There is also a large air mattress for older children or extra guests.  On the first floor there is the living room, a separate toilet, a bathroom with rain shower and a storage room with a laundry room. On the ground floor there is a large, fully equipped kitchen and a small office. You also have access to the city terrace from here.  Guest access<",Gezellig gerenoveerd huisje in Gentbrugge,1801936
43852398,"This is a perfect accommodation for 1-4 people, in a great location in Ghent: - 10 min. walk to the town centre, 5 min. walk to restaurants, cafes, multiple parks and local shops.  - Beautiful and spacious apartment located in Ghent (55m2). Newly built, finished in 2020.  - Decorated with cosy furniture with eye for detail - Equipped with all modern comfort (WiFi, TV, airco, USB) so that you feel completely at home.  - You will be able to self-check-in upon arrival.  The space The apartment is located at the second floor: - the largest bedroom has a double bed, that can be split into two single beds (on request). The other bedroom has a bunkbed. - The bathroom has a rain shower, double sink, anti-condensation mirror and toilet.  - The large kitchen is well equipped with the necessary cooking amenities. In the fridge you will find refreshments for when you arrive - There is a water cooker and coffee machine available (in",★Lovely bright apartment (4p) w A/C near centre★,341071889
43865396,"House consisting of a ground floor studio and appartment, ideal for a family with children or a group of close friends. The studio sleeps 3 persons and has its own kitchenette, bathroom and patio. The apartment is spacious & features a private terras, fully equipped kitchen and large dining area on the first floor. The second floor has a sitting area with broad library and an ensuite bedroom with flat screen TV, comfortable bed, private bathroom with shower and fast WiFi connection.  The space Huis bestaande uit een studio en appartement op de begane grond, ideaal voor een gezin met kinderen of een groep goede vrienden. De studio is geschikt voor 3 personen en heeft een eigen kitchenette, badkamer en terras. Het appartement is ruim en beschikt over een eigen terras, een volledig uitgeruste keuken en een grote eethoek op de eerste verdieping. De tweede verdieping heeft een zithoek met ruime bibliotheek en een ensuite slaapkamer met flatscreen tv, comfortabel b","Heaven@11, your holiday house in Gent city center.",7258638
43897200,"The apartment is located in the very city centre of Ghent. Whatever you’re looking for in our beautiful city, it’s all at walking distance. Both the apartment and the terrace are completely yours during your stay. Being an architect, I designed the place in a minimalistic, yet warm and cosy style. Hopefully you’ll like it!  The space Besides the two bedrooms you’ll find an equipped kitchen, bathroom with shower and a cosy living room.  The kitchen is a little bit old fashioned (I am saving money for a new one), but has everything you need. Towels, bedsheets and shower gel are provided as well. An absolute plus is the pleasant terrace. From your breakfast in the morning until your nightcap, you can enjoy the sun while admiring the stunning view over the city.  transport: The apartment is easily accessible with public transport. The Keizer Karelstreet is on the busroute between the two trainstations of Ghent and the station 'Gent-Dampoort' is approxim",rooftop apartment with a stunning view,351386532
43925228,"Het huisje ligt op 10 minuutjes van het station, in het kunstenkwartier. Ook de meeste campussen van de universiteit zijn in deze buurt te vinden, waaronder het universitair ziekenhuis. Alle belangrijke invalswegen (naar Flanders Expo, Brussel, Brugge, Antwerpen, Oostende, …) vindt u vlakbij. Bussen en trams kan u nemen op 5 minuutjes van de deur. Het huisje wordt op zijn geheel verhuurd. De ingang wordt gedeeld met de eigenaars.  The space Een typisch Gents arbeidershuisje werd omgetoverd tot een charmante vakantiewoning. Onze ‘Bed & Breakfast’ ligt in het kunstenkwartier, vlakbij het Citadelpark, 20 minuten stappen naar het centrum. Ook de meeste campussen van de universiteit zijn in deze buurt te vinden, waaronder het universitair ziekenhuis. Alle belangrijke invalswegen (naar Flanders Expo, Brussel, Brugge, Antwerpen, Oostende, …) vindt u vlakbij. Bussen en trams kan u nemen op 5 minuutjes van de deur.  Guest access</","Gent, een kleine maar charmante vakantiewoning",27785737
43966766,"Bright and spacious room in a newly renovated house with a tiny forest in the garden.  The house is 10 minutes by tram from Ghent Sint Pieters Station and in the vicinity of the University Hospital and a number of large campuses of UGent and HoGent. Also close to the Zwijnaarde Technology Park!    We look forward to giving you a pleasant time in Ghent!  The space The bedroom is located on the second floor and is spacious and bright. Privacy is guaranteed, it is the only room in use on the second floor.  There is a large and comfortable double bed. Bed linen and towels are provided. In the room there is also a chest of drawers, coat hanger, small cupboard, bedside table and table that can serve as a desk. There is also a seat and a reading lamp.  We have a kitchen that we can share with guests. We also have a large garden. You have your own shower and toilet!  Guest access The room is on t",Quiet room close to UZ Ghent and Zwijnaarde,23663817
44023053,"luxueus appartement op de tweede verdiepeing van een gerenoveerd herenhuis. Gelegen op 350 m van het St Pieterstation in Gent. Tram en bushalte naar centrum en omliggende gemeentes is vlak voor de deur.  Het appartement omvat: volledig uitgeruste keuken, eetkamer en zithoek,  slaapkamer, badkamer. Er is mogelijkheid om bijkomend autostandplaats te huren ( 5 minuten stappen). Fiets is ook beschikbaar. Inkom van het huis en het appartement via een app met persoonlijke code.",Luxueus appartement nabij St Pietersstation,220954208
44026547,"Mooi, lichtrijk appartement voorzien van alle comfort, gelegen in hartje Gent. Op slechts 200 m van de 3 iconische torens, de Graslei en op 50 m van de winkelbuurt, de perfecte uitvalsbasis dus!  A bright, spacious apartment situated in the heart of the historic center of Ghent. All the hotspots are -literally- right around the corner! Discover the 3 iconic towers, the old castle, Mystic Lamb by the Van Eyck brothers and the modern shops and bars.",ZIE-me's Place centre Ghent,102620459
44028770,"Comfortable duplex studio nearby the city center of Ghent. You will stay in a very nice neighborhood, with a beautiful park adjacent to your place. There are many food stores, eateries for breakfast/lunch/diner and bars in the area. You reach the city center through the park with a nice walk.  The train station Ghent-Dampoort is 800m from the studio. The parking is cheap in my district and you can park your car close to my house. Welcome and enjoy your stay in the historical city of Ghent.",Comfortable duplex studio,6862902
44080279,This is the perfect apartment for a romantic getaway in the beautiful city of Ghent!  The space This groundfloor apartment is decorated with both old and modern features. The kitchen has both an antique (only working in the winter) and an induction stove. The kitchen overlooks the large private courtyard where you can enjoy a great BBQ and end the evening around the cosy patio fireplace.,Charming apartment with nice private courtyard,39954351
44095884,"A spacious apartment (110m²) in Ghent with terrace on both sides. On one side a view over Ghent where the sun rises above the towers, on the other side more green and the setting sun.  The apartment is located within walking distance of the center, and next to a big park.  The space The apartment has two bedrooms, a renovated bathroom, a toilet, a kitchen, a spacious living space and two terraces.  Guest access Unlimited access to every room in the apartment.",New! Spacious apartment with a breathtaking view!,353962974
44107846,"Beautiful, bright & quiet studio with 2 bed rooms and private bathroom in the heart of the Historic Centre of Ghent, at a few minutes walking from city highlights like the ""Castle of the Counts"" (Gravensteen), Graslei & Korenlei and Ghent Belfry (Belfort). 1 bed room has a kitchenette.  This beautiful accommodation is truly a wonderful location to stay at. Perfect to explore & enjoy the culture, history, energy & food of this amazing city.  Welcome, you will feel right at home in lovely Ghent!  The space This comfortable studio is on the third floor (level +3) of a historic building.  The building is very centrally located: bus/tram stops nearby, several public car parks only minutes away, supermarket & groceries at less than 200 meters & lots of cultural, historic & culinary highlights within walking distance.  It is a clean, modern studio that provides you all the comfort you need: private bathroom with shower, double bed, frid",Spacious studio in historic centre Gent,120203973
44180302,"This two story accomodation is perfect for up to 8 people visiting the lovely city of Ghent. It's located in the historic Saint-Macharias neighborhood, where Ghent originated! Nowadays it's a quiet area along the river, with many parks ánd at walking distance of the new city centre. The place you will be staying at has 2 double beds, a bunk bed and a sofa bed, for up to 8 people. Furthermore two bathrooms, a fully equipped kitchen, airco, WiFi,... everything you need for a nice holiday!  The space Modern, beautiful and practical, that's what we were aiming for: - 3 bedrooms with 2 double beds  (4p), one bed can be split into 2 single beds (on request), a bunk bed (2p) and a sofa bed (2p) - enough closet space to put away your clothes and other luggage - 2 bathrooms with rain shower, a double and single sink, 2 toilets - locally produced shampoos and shower gels and hairdryer are available - fully equipped kitchen with a fridge on both",★Lovely gorgeous duplex  w A/C near centre★,341071889
44190409,"Hello, welcome in Gentbrugge.  Our house offers everything you need for a nice time with your family or friends.  We live here with 2 kids (6 and 3y old). Our place is for rent during our own holidays.  An authentic experience guaranteed! ;)  Use of our bikes can be arranged. Private free parking for 1 car is included. EV Charging is also possible (pay per charge).  Feel free to contact us! (Nous parlons un peu de français aussi)  Liesbet & Joris",Modern and luxurious house with free parking,25854637
44208761,"Deze mini loft met maxi view op de torens van Gent en de Coupure is een ideale uitvalsbasis om centrum Gent te ontdekken!  The space Deze studio is nieuw verbouwd met hippe accenten en alle nodige voorzieningen (vaatwas, wasmachine, ...). Ondanks de kleine oppervlakte voelt het aan als een mini loft dankzij de maxi view op de torens van Gent en de Coupure.  Other things to note De inchecktijd is vanaf 18u. Dit is zeker bespreekbaar! Dus zou je vroeger arriveren, laat het zeker weten :-).",Mini loft with maxi view,45505357
44219396,"Great location! Quiet and pieceful, only 10 minutes drive from Ghent.  Public transport and supermarket in walking-distance.  1 bike available.  Cosy and modern decoration.  Perfect for singles, couples and even with kids. (do be careful of the white walls please :))   Including small balcony with a industrial view but seeing the sunset during the evening is great!  Guest access You have the complete appartment available.","Quiet modern appartment, close to Ghent",128731970
44303507,"Onze gezellige woning bevindt zich aan Portus Ganda, op 5min wandelen van het stadscentrum en het station Gent Dampoort. Er zijn drie ruime slaapkamers, waarvan 2 met een dubbel bed, één slaapkamer beschikt over een stapelbed.  De badkamer beschikt over een ruime douche en een bad. De keuken is uitgerust met gasfornuis en oven. De woning beschikt ook over een sfeervol groen dakterras.  Perfect voor een gezin of een groep tot 6 personen.","Ruime woning met dakterras, nabij Centrum",80419232
44312461,"Hello, I am renting this apartment in Ghent, it is next to the ring road and not far from Ghent city center, 20 minutes walk and 7 minutes by transport and the transport is really next to the apartment 100 meters. two large bedrooms they have their own key, but not the small, if you have questions you can contact me",Apartment for rent in Ghent,154673849
44397602,"Welcome to my b&b room in the beautiful city of Gent. You have your own comfortable and private bedroom. Shared bathroom with me and my partner. The b&b is located in the newer part of Gent, right out of the historical center. This offers you a quiet base but still close to the historical center.  There is a cute brunch spot down the street and plenty of food options downtown I can help you with.  The space Bedroom & bathroom  Guest access The b&b gives access to your bedroom and bathroom.",Casa leithstraat,8049849
44401437,"The apartment is situated at the second floor of the building. The room has a double sofa bed. It has a window with entrance to a terrace (shared with the neighbors). The rest of the apartment is shared with us: bath room, separate toilet, kitchen and living room. The bath room has a bath/shower (towels, soap, … are provided), the kitchen has everything to cook/reheat a (own) meal and the living room has 1 big and 2 little sofa’s, big table and beautiful view from the big window!",Cosy room in apartment near centre of Ghent,112840710
44402538,De kamer is ruim en lichtrijk en heeft WIFI.  Er is een dubbelbed op de eersteverdieping en een slaapzetel op het gelijkvloers. Er zijn veel opbergkasten. Er is ook een bureautafel met bureelstoel. Een privé badkamer met douche en wastafel en toilet.  Er is op het gelijkvloers nog een apart toilet.  De keuken is gemeenschappelijk met 1 student. Het gebouw is een nieuwbouw van 2013.  Er is ook een wasmachiene en droogkast. Parkeren kan voor de garagepoort en is gratis. Er is ook een ruim terras.,moderne woning niet ver van het centrum,125572769
44426709,"Enjoy wonderful Ghent in a beautiful house facing the river ' the Leie', where boats float ans all city attractions are at walking distance.  The space Old renovated mansion  Other things to note Supermarket at Kouter, all other shops at walking distance","Business or travel studio,  central quiet location",8604293
44440059,"Het huis dateert van 1740 en was origineel een jeneverbrouwerij. In 2017 werd het volledig gerenoveerd met behoud van zoveel mogelijk authentieke elementen in combinatie met een eigentijdse inrichting.  De houten balken en vloeren brengen je terug naar vroeger, de stalen trappen, moderne afwerking en het losstaand bad doen je genieten en ontspannen in stijl.  Er is plaats voor maximum 6 personen. Je hebt 3 slaapkamers (met telkens een tweepersoonsbed) en 2 badkamers als je Peper boekt.  The space Peper is eat, sleep, wine. Op het gelijkvloers vind je ons restaurant waar je kan brunchen, lunchen en dineren. We hebben een authentieke wijnkelder en werken met een coole wijnmachine waar je kan proeven van 16 verschillende wijnen. Vanop het eerste verdiep kom je in onze gerestaureerde B&B waar je met maximum 6 personen kan verblijven. Eerste verdieping: een gezellige living met een volledig uitgeruste kitchenette, bar en sofa.  De  originele houten vloeren en balken bl",Oude jeneverbrouwerij van 1740,337719699
44442191,"In dit ruim gelijkvloersappartement kan u genieten. Het terras en het tuintje zorgen voor een extra troef. De tramlijn richting centrum Gent ligt om de hoek. Er is gratis parking  in de straat.  In de buurt zijn heel wat winkels aanwezig. Op zondag kan je te voet naar de markt (Van Beverenplein). Wandelen kan je in de buurt, de Westerbegraafplaats of in het mooie natuurreservaat de Ossemeersen aan de Bourgoyen. Wie van Gent centrum wil genieten neemt de tram en stapt af aan Het Gravensteen.  The space Het appartement is uiterst geschikt om met 6 personen te vertoeven. Het is ruim en heeft een tuintje. Je hebt alles wat je nodig hebt voor een aangenaam verblijf!  Guest access Alle ruimtes in het appartement zijn beschikbaar! Zo beschik je over een ruime badkamer, een washok, een ingerichte keuken, een ruime eetplaats en salon  en ruime slaapkamers.",Ruim gelijkvloersapp. met tuin en 3 slaapkamers,358997088
44454928,"Trendy studio in a quiet neighbourhood near Ghent Saint-Peters station. Enjoy the comfort of our spacious attic room with living and dining area. UZ Ghent within walking distance. Ghent center easily accessible by tram, bus or bicycle. Nespresso coffee and small fridge included with love!  Studio moderne au quartier calme de la gare Saint-Pierre. Profitez du confort de notre chambre mansardée avec salon et salle à manger. UZ Gand accessible à pied. Centre de Gand facile d'accès!  The space The size of our attic room makes sure you have a quiet and private stay. Natural light fills the room by day, while blinders cover your well-deserved rest by night. Our large table serves as desk as well as dining area. Sit back and relax in our reading corner with a hot cup of Nespresso coffee!  La taille de notre chambre mansardée vous garantit un séjour calme et privé. La lumière naturelle remplit la pièce le jour, tandis que les stores occultants couvrent",Spacious studio @UZ Ghent/Studio spacieux @UZ Gand,80232268
44485868,"Beautiful, bright & quiet studio with double bed, kitchenette and private bathroom in the heart of the Historic Centre of Ghent, at a few minutes walking from city highlights like the ""Castle of the Counts"" (Gravensteen), Graslei & Korenlei and Ghent Belfry (Belfort).  This beautiful accommodation is truly a wonderful location to stay at. Perfect to explore & enjoy the culture, history, energy & food of this amazing city.  Welcome - you will feel right at home in lovely Ghent!  The space This comfortable studio is on the ground floor (level 0) of a beautiful building.  The building is very centrally located: bus/tram stops nearby, several public car parks only minutes away, supermarket & groceries at less than 200 meters & lots of cultural, historic & culinary highlights within walking distance.   It is a very modern studio that provides you all the comfort you need: private bathroom with shower, double bed, fridge, hairdryer, fr",Stay in the Historic Centre / Beautiful studio,120203973
44486051,"Beautiful, bright & quiet accommodation with double bed, kitchenette and private bathroom in the heart of the Historic Centre of Ghent, at a few minutes walking from city highlights like the ""Castle of the Counts"" (Gravensteen), Graslei & Korenlei and Ghent Belfry (Belfort).  This beautiful accommodation is truly a wonderful location to stay at. Perfect to explore & enjoy the culture, history, energy & food of this amazing city.  Welcome - you will feel right at home in lovely Ghent!  The space This comfortable studio is on the first floor (level +1) of a beautiful historical building.  The building is very centrally located: bus/tram stops nearby, several public car parks only minutes away, supermarket & groceries at less than 200 meters & lots of cultural, historic & culinary highlights within walking distance.   It is a very modern studio that provides you all the comfort you need: private bathroom with shower, double bed, fri",ONLY LONG-TERM STAY - Beautiful studio Ghent,120203973
44514933,"A very well situated and nice apartment 100m across Gent Sint Peters train station, IC trains directly connected to Brussels, Lille France, Amsterdam,  Bruges and Coastal cities for enjoying summer holidays. There is a nearby bus stop for Gent and connecting cities, parking in the street with nearby supermarkets OKAY, DELHAIZ and a night shop. Furthermore, there are nearby Citadil Park and Paul de Smet de Naeyer Park for a nice walk as well.",Cozy & Bright Entire Apartment Near Gent St Peters,357038172
44555298,Room size 30 m²  Bedroom 1: 1 sofa bed  and 1 large double bed   Living room: 1 sofa bed   In your private bathroom:  Free toiletries  Bathrobe  Bidet  Toilet  Bath or shower  Towels  Slippers  Hairdryer  Additional toilet  Towels/sheets (extra fee)  Toilet paper  View:  Garden view  Pool view  Room facilities: ​  Upper floors accessible by stairs only  Hot tub  Linen  Extra long beds (> 2 metres)  Alarm clock  Wardrobe or closet  Child safety socket covers  Board games/puzzles  Tea/Coffee maker,Rose House B&B - Suite,264917270
44569399,"1 bedroom apartment offering all the modern comfort you need. There is a fully equipped kitchen, bathroom with bath and living room with small terrace.  The location is super central and only a stone’s throw away from everything this beautiful city has to offer.",Apartment in Ghent with Terrace on Top Location,360680424
44575274,New modern quiet room with a lot of light and an own private bathroom. In an apartment with an amazing view on the Guislain park.,Green oasis in Ghent,5981363
44642969,"Big room with a twinbed and a babybed. There is also an matress if You would like to stay with 3 adults.  20 minute walk from the citycenter with a busstop right in front that can get you everywhere. Trainstation dampoort is just 15 minute walk away. I have one bike I can rent out. You’ll be in Gent in 5 minutes.  If you choose to stay here you are free to use all of my appartement. In the day i will be off to work.  Ghent is a beautiful vibrant city, perfect to explore.  The space A lovely room for yourself. There is a full kitchen And bathroom present in the appartement.",Big room near vibrant Ghent.,53028694
44681758,"Er is een parking dichtbij, wij zullen samen in mijn huis zijn, je bent in 5min te voet in de centrum. Je mag ook fiets huren van mij",Groene oase in centrum Gent,361807503
44787982, ,Save money and enjoy Ghent,361582889
44788824,"Cave-like room in the center! Steps to Korenmarkt, in front of 2/4 trams.   You will be sharing the space with me, and there are no doors as you can see in the photo, but the studio not tiny so there is some privacy. Much more so than dorms.  The apartment is on the top floor and there is the elevator stopped working. So you must not mind the steps :)  The space Space is an open studio with a large bed where I stay and a single cave room where you'd stay.  Guest access You're free to use the kitchen! Cook, make yourself a coffee, use the refrigerator :)  You'll have one row in the cabinet in the bathroom to put your stuff in.",Small room in studio apartment - Central Location,347263320
44897488,"Situated in the medieval St-Elisabeth Beguinage, 300m from Gravensteen Castle, my recently renovated ground floor loft is great for everyone who likes to relax at home after a walk in town. It has characterful high wooden ceilings, and a modern bathroom with rain-shower :)  No need to take any public transport form here, you're right in the historic center of Ghent.",Spacious Ground Floor Loft near the park,362787745
44897852,"The houseboat Orfeo is a fully equipped 120 m2, two bedroom appartment. The boat was originally build in 1909 but has been completely renovated. It is located at less then 10 minutes walk from the city center and close to public transports and shops. From the terrace you can enjoy the idillic view on the water.  The space The boat has one big and one small bedroom, one bathroom, a kitchen, a rooftop terrace and and a big living room with an extra double bed.  Guest access There is a parking possibility for low emission cars in front of the boat (3€/day) or a parking for high emission cars at 400 meters (3€/day). The public transport is at  2 min walk.  Other things to note The houseboat is fully equipped and safe but it is still a boat. We ask to respect al safety rules provided at arrival.   The acces to the main living space requires descending stairs, people with reduced mobility are asked to contact us in order ",Houseboat Orfeo,80420289
44989475,"The main floor has an open floorplan with floor-to-ceiling windows offering abundant natural light. The living and dining room are directly facing the large, saltwater pool making the perfect expression of indoor-outdoor living.  The gourmet kitchen has a high-end gas range, microwave, refrigerator and dishwasher. The two bathrooms one with walk in shower and one with egg shaped bathtub are designed for optimal comfort and luxury.  The space Brand new construction with timeless design. High end finishes with large wooden beams, steel windows and upscale furniture.  Guest access 48 hours before arrival detailed access instructions will be send, and a key will be provided through a lock box  Other things to note New Washer and dryer are available in the residence upon request.",Upscale residence with private pool,363069688
45075291,"Dit ruime appartement van 93m2 bevindt zich in hartje Gent, vlakbij het Gravensteen. De ruime living met eetplaats en volledig ingerichte keuken kijkt uit op een rustige binnenkoer. Het appartement omvat 2 mooie slaapkamers en een praktische badkamer met inloopdouche en wastafel. Er is een handige berging met strijkfaciliteiten.","Quiet, luxury apartment near Gravensteen Castle",54994195
45093498,"Mooie kamer met Kingsize bed en prive badkamer in een prachtig gerenoveerd klooster dichtbij het oude stadscentrum  The space Dit oud klooster ligt in een rustige buurt, op wandel afstand van het oude stadscentrum.  Guest access Jullie beschikken over een ruime kamer met een prive badkamer.",Ruime kamer in een gerenoveerd oud klooster,5456443
45108222,"Cozy (2 bedrooms)3 minutes from the central train station of Ghent, thanks to which it has great, direct transport options to all Belgian airports and transport hubs, big cities like Brussels, Bruges, and Antwerp, and all major attractions.  Fully equipped kitchen and bathroom, two double bed bedrooms, and located in a lovely neighborhood. The apartment is also well-connected to all of Ghent's own hotspots thanks to the biggest public transport hub of Ghent being next to the station!  The space apartment jest 2 min od glownej stacji St Piters. wygodne polaczenia z Brugge Antwerpia Brussel  I wiele innych miast Zaventem  Lotniska.  Guest access Parkings  platny  1 minute od apartamentu  Other things to note Gent jest miastem turustycznym plelnym zycia .universytety centra chandlowe ,park..  duzo jezioro  muzea piekny Zamek w centrum stojacy na wodzie ,bajkowe miasto I mili ludzie . zapraszam.",Family 2 bedrooms 3min from Central Station/ Gent,344424312
45130133,"- Beautiful and spacious apartment located in a prime location in Ghent. - Furnished with design furniture with an eye for detail. - The apartment is equipped with all modern comfort so that you feel completely at home. - You will be able to self check-in yourself upon arrival.  The space This is a perfect accommodation for 4 in a great location in the centre of Gent, easily walkable to the centre of the town, restaurants, cafes, a park and local shops. The kitchen is very well equipped and the apartment has everything you might need. There's a bathroom w shower, sink and toilet.   There's an efficient check-in/check-out process.  Free fast WiFi is available during your entire stay.   The accommodation is located on the ground floor (level 0) of the building.  The apartment also comes with the following:  - clean 100% cotton sheets and towels - all pressed of course! - shampoo and shower gel  - ",★ Spacious & Central appt / ground floor / 4 pax ★,364455800
45144672,"Room located near main train station, walking distance from city centre (busstop at 50m). Shops in neighbourhood and close to UZG. Room has small kitchen, desk, seating corner and shower. At this quiet place near city centre one can come home to rest, to read, study (wifi), meet friends. Ground floor corridor will lead you directly to your (non smoking) room and separate toilet. Courtyard will give you outside seating possibilities. Parking spaces (3€/day) are on first come first serve basis.  The space Room has small kitchen, desk, seating corner and shower. At this quiet place near city centre one can come home to rest, to read, study (wifi), meet friends. Ground floor corridor will lead you directly to your (non smoking) room and separate toilet. Courtyard will give you outside seating possibilities.  Guest access Room located at end of ground floor corridor.",@303 room2,183575014
45228603,"Private room with private bathroom (with shower) in a big appartment.  There are also shared rooms such: fully equiped kitchen, living room, dining room, bathroom (with bath and washing machine).  it is near the train station, bus and tram stop, citadel parc, miljoenenkwartier, ...  The space the bedroom and bathroom are private  Guest access The appartment is on the second floor, but there is an elevator. The entrance is shared",Room in appartment near Gent Sint Pieters station,49198114
